track_name,track_id,track_popularity,playlist_id,playlist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_artist,language,emotion
No Diggity,61HmUv8Zuh8IJXMrQej0hO,27,79xd4wnVuKZK4rJMsL2wPa,r&b,0.866,0.643,1,-4.875,0,0.203,0.335,0,0.2,0.704,88.646,Blackstreet,en,
Hit Me With Your Best Shot - Remastered,61jAJ5ggUq9nDzjc0Yr5CH,44,37i9dQZF1DWYNSm3Z3MxiM,rock,0.713,0.699,4,-5.935,1,0.0297,0.0728,5.40E-06,0.252,0.945,127.434,Pat Benatar,en,
Savannah,61lDxV5pn2UdumqMpdxCKG,58,0cuHKz65ZPqBX1brG8djlg,pop,0.652,0.776,0,-3.133,1,0.0392,0.373,1.32E-06,0.0392,0.387,108.077,Diviners,en,
You Give Love A Bad Name,61lqNlVRnWYiR9C7BDJw2l,16,37i9dQZF1DX1lwxXvReaux,rock,0.53,0.964,0,-2.571,0,0.0553,0.0528,4.84E-06,0.372,0.823,122.807,Bon Jovi,en,
Duality,61mWefnWQOLf90gepjOCb3,76,4TG1lzMD9HFvZ9E1Bk6Gnu,rock,0.354,0.982,4,-3.026,0,0.168,2.37E-04,2.94E-04,0.204,0.194,143.772,Slipknot,en,
Yesterday,61OMCRdMORzZKZ5ury05iG,56,2ujrP2rPxu8ao7wNeG1ZOY,r&b,0.849,0.531,7,-5.534,1,0.258,0.524,0,0.0693,0.77,91.927,Atmosphere,en,
House Of The Rising Sun,61Q9oJNd9hJQFhSDh6Qlap,60,1bMYfBHYBCRHY5LGkjlpSy,rock,0.315,0.534,9,-7.552,0,0.031,8.25E-04,0.108,0.101,0.283,116.89,The Animals,en,
Breakaway,61Qhe2mHSLhUE04QeK4lkD,64,6a66cg3HcsjYkisYyQcov6,latin,0.446,0.701,9,-4.179,0,0.0295,0.0298,8.89E-06,0.0931,0.394,159.958,Kelly Clarkson,en,
All The Way Up,61QSuw5VlC0LTS8WMO356g,68,5DyJsJZOpMJh34WvUrQzMV,rap,0.536,0.721,10,-6.44,0,0.386,0.062,0,0.824,0.393,117.139,Fat Joe,en,
Better To Lie (with Jesse & Swae Lee),61sqsOPon94ecMskeEXwev,51,4Bi8VLtaSu0JILliif8lH6,pop,0.758,0.602,10,-7.909,0,0.094,0.0376,4.77E-06,0.111,0.519,155.038,benny blanco,en,
I'll Make Love To You,61sQYdFNS6sEBYCyr1q5gn,63,0WicovBbxeB0nvQC6IfuaT,r&b,0.567,0.501,2,-8.038,1,0.0241,0.0995,0,0.0986,0.2,142.589,Boyz II Men,en,
7 5 0,61u7CLDwOodpdENZTTsxUd,56,37i9dQZF1DWY3UKS6jvnxr,rap,0.777,0.509,10,-11.909,0,0.465,0.0383,0,0.172,0.512,161.939,Malik Montana,de,
Verona,61US1T9Eq54jUoeMUcchQJ,2,4PjiT7SWnUsTTTvKOuR76f,rock,0.541,0.909,9,-4.001,1,0.0426,0.00142,1.13E-06,0.165,0.891,175.863,Elemeno P,en,
All Falls Down (feat. Juliander) - Steve Aoki Remix,61veBHF4sj0pKNpXeHF1ah,49,5GiPRvTccToqwOzkoAcDrY,edm,0.66,0.88,1,-3.513,1,0.0698,0.0012,0,0.0782,0.392,104.971,Alan Walker,en,
Bellyache - Marian Hill Remix,61X077SWMs5aAGQHhf4pd0,71,1nFfDHtp8RY3obgen8KODl,r&b,0.832,0.368,4,-8.627,0,0.133,0.2,0.0513,0.353,0.2,100.045,Billie Eilish,en,
You're Not Sorry,61XUS0rxs5k6H0mtgAWKnm,31,37i9dQZF1DX56crgoe4TG3,r&b,0.767,0.288,5,-10.806,1,0.0354,0.811,1.16E-06,0.126,0.392,133.886,Pickin' On Series,en,
Ready For You,61ypxNWXEGVTemBFvut4Z7,34,1pZWCY50kMUhshcESknir8,pop,0.567,0.83,0,-5.655,1,0.0281,9.60E-05,0.248,0.394,0.158,93.996,Hunter Hunted,en,
In Your Eyes (feat. Alida),61ZM92T2zaXIVsqncThQzC,74,37i9dQZF1DX2ENAPP1Tyed,pop,0.57,0.672,8,-5.89,0,0.0723,0.177,0,0.0768,0.448,120.019,Robin Schulz,en,
Don't Come Close,620tbRI5ZFvrWF31JkQ2dS,46,31R7Gd07KsDafqJEeL4Hqr,pop,0.559,0.64,11,-7.022,0,0.124,0.16,8.48E-06,0.108,0.387,82.488,Yeasayer,en,
Hitboy,624AL3EwsrgGIp6bdwmXgo,66,37i9dQZF1DWUmxBdWX3Pp4,rap,0.812,0.633,8,-6.629,1,0.107,0.153,0,0.122,0.616,150.009,Duki,es,
Mudshovel,6264zKFgXM13JuRBX4MMyD,64,4TG1lzMD9HFvZ9E1Bk6Gnu,rock,0.328,0.826,6,-5.085,1,0.0362,2.24E-04,9.44E-04,0.0818,0.341,106.606,Staind,en,
Caile (feat. Zion & De La Ghetto),626rYyBfeAeleh1F5t4B70,6,2hTs6GuPwhmg4ApNqxWXLE,latin,0.768,0.735,1,-2.511,0,0.0669,0.202,0,0.0557,0.303,129.99,Revol,es,
There Is,626yIpah5wJb9pcja3QgO2,1,1YgWQAs1s77NzieIH4ARKn,pop,0.623,0.853,4,-5.356,1,0.0472,0.141,0,0.143,0.783,106.099,Box Car Racer,en,
Bye Bye Bye,62bOmKYxYg7dhrC6gH9vFn,71,6mtYuOxzl58vSGnEDtZ9uB,edm,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,*NSYNC,en,
"Work Hard, Play Hard",62csqLJbdvAKb38rYijV1R,48,0275i1VNfBnsNbPl0QIBpG,rap,0.818,0.675,11,-4.176,1,0.0655,0.118,1.65E-05,0.262,0.47,139.977,Wiz Khalifa,en,
LoveStoned / I Think She Knows Interlude,62cYasTwBy6Y7pstdSTmHu,51,57sYMLFXGD4ZqizzcMD7lz,rap,0.862,0.707,10,-6.243,0,0.0585,0.335,1.16E-04,0.283,0.849,121.259,Justin Timberlake,en,
The Millionaire Waltz - Remastered 2011,62daWSLgfeezIl4MTQFb08,35,3E88dLx4fgFYY70gdGzdnB,rock,0.323,0.338,10,-7.625,1,0.0327,0.617,9.48E-06,0.129,0.37,93.231,Queen,en,
Parecen Viernes,62E8JJRtwOwU85uup9C5Ox,9,5wONX0lVyQE5XTxqjTUiUd,latin,0.658,0.863,7,-3.575,0,0.0352,0.287,1.53E-05,0.16,0.967,96.499,Marc Anthony,es,
APESHIT,62GXGpd73vslqIBHq8XqOx,67,68y3WoFJMMKDHUIpqCnoM3,rap,0.706,0.785,2,-6.475,1,0.271,0.0131,0,0.164,0.377,160.033,The Carters,en,
Signos - Remasterizada 2007,62jnuBopQmg4qx6hpYltC9,53,3opIxv3Y5GmXDNpbLFZxIm,rock,0.518,0.712,9,-9.269,0,0.0297,0.143,0.0629,0.612,0.509,122.701,Soda Stereo,es,
"Biggie/Tupac Live Freestyle (Funkmaster Flex & Big Kap Feat. DJ Mister Cee, Notorious B.I.G & Tupac)",62KoomDvjFXidGPpCsfW3Q,0,0ZRwrJ2EDGyKR6YgQPWXeO,rap,0.571,0.941,4,-2.853,1,0.423,0.742,0.0026,0.112,0.814,188.632,Funkmaster Flex,en,
Ride Like the Wind,62leJoS03BiNzdoQmb9ByN,50,76lrxCrKrGDkDDf3SVPnl3,rock,0.669,0.707,0,-13.66,0,0.0478,0.347,7.16E-04,0.0997,0.806,124.335,Christopher Cross,en,
Kiss,62LJFaYihsdVrrkgUOJC05,73,65HtIbyFkaQPflCa4oW8KO,pop,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,Prince,en,
Catch & Release (Alex Adair Remix),62luj74AgGkT6sKGqTckdU,22,0cvVad4XizGbOS0vlwZYS5,edm,0.84,0.703,1,-8.985,0,0.166,0.0125,1.17E-05,0.0684,0.465,115.991,Matt Simons,en,
Si Nunca Va a Amanecer,62mv8OMTIeYjlL7ofwgvMI,62,5fWgI0IJ1el5NB1sZ0Egsx,latin,0.761,0.63,8,-8.197,0,0.325,0.43,1.48E-06,0.11,0.671,89.35,Charles Ans,es,
Born In The Trap,62NQ8JoW3yfJ2WSmlnaogw,0,68y3WoFJMMKDHUIpqCnoM3,rap,0.675,0.858,9,-3.758,0,0.221,0.0577,2.29E-05,0.241,0.541,92.997,The Game,en,
Age Ain't Nothing But a Number,62OnJq6wHeTppRMWVw2Yo0,38,7en9i0JMyJlRFX4r4XrXXx,r&b,0.555,0.532,6,-8.637,0,0.0295,0.139,0.0914,0.308,0.434,168.123,Aaliyah,en,
The Violence,62ovcuwlrPHfLxueBGokp1,1,6kXNv8J3HCYztxjOIUzApv,rock,0.29,0.928,10,-2.402,0,0.0586,4.28E-05,9.97E-05,0.0822,0.588,184.052,Rise Against,en,
Fool in the Rain,62p6fF2r4NY6pwZbxxvmr8,62,6pZlZ20vt3aDjIKw98aBtQ,rock,0.539,0.866,0,-8.404,1,0.0483,0.0866,0.00414,0.0953,0.761,130.345,Led Zeppelin,en,
Jesus Walks,62r62ArmWq38cu6QCVgyTc,8,37i9dQZF1DWUFmyho2wkQU,rap,0.427,0.844,3,-4.597,0,0.427,0.578,0,0.284,0.716,85.346,Kanye West,en,
People Suck,62RSes0whPp11JG2lfQ3QK,40,2Z5cPJ6Z4EVZAfF08amjvL,pop,0.766,0.693,0,-4.739,1,0.08,0.0427,0,0.137,0.714,90.024,Confetti,en,
Hit a Muthafucka,62Rx9xRAPrUiugB7LLeI6Z,38,0tLHH1C4HkWEUCXXSSjbOe,rap,0.883,0.81,11,-6.982,0,0.183,0.0371,7.09E-05,0.6,0.922,156.834,Three 6 Mafia,en,
Now Or Never - R3hab Remix,62TBVrY0lJkJLg9ZCWdrUg,33,4aUEH3uhbofktrFkXOOaKj,edm,0.616,0.715,9,-4.711,1,0.0494,0.00501,2.11E-06,0.178,0.291,104.961,Halsey,en,
Kiss It Better - KAYTRANADA Edition,62tnsScYuep18LnQiQqHmX,45,0JmBB9HfrzDiZoPVRdv8ns,r&b,0.854,0.498,11,-7.922,0,0.332,0.0229,2.12E-04,0.3,0.343,108.049,Rihanna,en,
Higher,62uuztuThFtrMuigPgbGuR,1,48AzM7l4M02DBYd2N3IFLP,r&b,0.292,0.567,3,-4.191,1,0.0416,0.112,1.01E-06,0.119,0.392,153.199,Rihanna,en,
Scars To Your Beautiful - NOTD Remix,62V2Wdw9YsFRXYy3SR4Gtp,1,0cvVad4XizGbOS0vlwZYS5,edm,0.677,0.826,0,-4.88,1,0.0474,0.0139,1.91E-06,0.109,0.167,101.992,Alessia Cara,en,
No Role Modelz,62vpWI1CHwFy7tMIcSStl8,82,1kEczIkZH8IgaWT2BiApxZ,pop,0.696,0.521,10,-8.465,0,0.332,0.302,0,0.0565,0.458,100,J. Cole,en,
Band Plays On,62x93blgkWEz6Huop8eSQA,59,18jT9NMRZifv6cMtK2jWD4,rap,0.802,0.794,11,-5.054,0,0.196,0.00282,0,0.0927,0.633,152.571,Lil Wyte,en,
Thank You Lord,62yCF7A8NhNsbThwIu4m6y,27,0pItJZBDZFvgAOdFnSITnJ,r&b,0.431,0.723,5,-5.221,1,0.125,0.674,0,0.325,0.495,82.3,Tamar Braxton,en,
Radioactive,62yJjFtgkhUrXktIoSjgP2,78,2DjIfVDXGYDgRxw7IJTKVb,edm,0.448,0.784,9,-3.686,1,0.0627,0.106,1.08E-04,0.668,0.236,136.245,Imagine Dragons,en,
Shot Me Down (feat. Skylar Grey) - Radio Edit,62yjOWjA3tb65zgQWdFNx7,44,5TiiHps0hNCyQ6ijVkNZQs,pop,0.347,0.772,5,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192.118,David Guetta,en,
Carita de buena,62YL4H1dOpC6702x4i7VQS,41,5uOMV7g6vp8WxoqXfkzKaw,latin,0.644,0.945,7,-5.158,1,0.0415,0.019,2.63E-06,0.14,0.832,101.994,Efecto Pasillo,es,
Isla para dos,62yt8SPi3T4P3iMzcZoWY0,48,0TT57Pe3RZNGCy98G1UQpM,latin,0.789,0.707,9,-8.124,1,0.075,0.291,5.71E-05,0.215,0.507,112.912,Nano Cabrera,es,
Invisible - from the Netflix Film Klaus,62z2Su8BBGvR50aOvdjPzW,70,3xMQTDLOIGvj3lWH5e5x6F,r&b,0.519,0.731,11,-3.993,1,0.0402,0.0571,0,0.381,0.296,82.967,Zara Larsson,en,
International Love,62zFEHfAYl5kdHYOivj4BC,71,3gV6KQYZKIuoWml0094vx6,latin,0.669,0.855,0,-3.035,0,0.0499,0.0124,0,0.335,0.648,120.045,Pitbull,en,
Rewrite The Stars,630sXRhIcfwr2e4RdNtjKN,74,6o6MNYZqHSkMAKcCHPNu7K,pop,0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,Zac Efron,en,
It's Alright,631W6GfTqgZ0YAeoICDcLf,0,6pZlZ20vt3aDjIKw98aBtQ,rock,0.393,0.553,0,-11.574,1,0.0287,0.223,2.79E-04,0.106,0.479,80.435,Black Sabbath,en,
Behind Blue Eyes,632wpQN4nWLEvxUyGZxyLM,52,6gUFdcGzKAHyDXY9TKC6cP,rock,0.412,0.523,2,-10.714,1,0.0335,0.115,7.34E-06,0.314,0.294,128.592,The Who,en,
Hate Me,632Xl9n1wHgMKoxD07WZHW,54,64BvJcehegyvhqQtV82Ddz,rock,0.573,0.983,1,-4.006,1,0.196,0.00564,0,0.261,0.447,105.067,DED,en,
Me Voy Pa'l Party,634SIK3O65qhslx5DLX44X,50,2hTs6GuPwhmg4ApNqxWXLE,latin,0.825,0.936,6,-4.148,1,0.0435,0.219,0,0.0572,0.78,95.033,Nicky Jam,es,
Breathe,635mzxhITS1xY3AVSLKgyD,53,4TvZA7Pml7mHLgbwNomlnm,pop,0.644,0.753,6,-4.296,1,0.0391,0.0279,0.00227,0.108,0.209,117.148,Michelle Branch,en,
The Way I Are,636vdFAufIda3oSxnafrDI,3,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,0.743,0.828,3,-6.273,0,0.0692,0.167,0.744,0.132,0.753,114.725,Timbaland,en,
Bagsakan,6379OM1UeWonOckjr8ikLh,54,37i9dQZF1DWYDQ8wBxd7xt,rock,0.781,0.943,7,-5.738,0,0.101,0.246,8.02E-06,0.253,0.651,135.005,Parokya Ni Edgar,tl,
Shotgun Blues,638OrV0KtFGrxvLoAUvxCY,1,37i9dQZF1DX74DnfGTwugU,rock,0.255,0.993,8,-6.759,1,0.199,9.62E-04,0.741,0.13,0.214,190.507,Guns N' Roses,en,
Real Love,639cc3IeyJVop1Wxm57FP3,42,2Ey63yNQeC9Yto7JwX9BGJ,r&b,0.786,0.678,9,-8.329,0,0.086,0.0263,2.83E-06,0.0365,0.811,105.468,Drizabone,en,
Black Water,639L1OUV4JRqnPHaQaziYO,35,5nOO372uzpOM5rB2bRWfkp,rock,0.253,0.931,11,-3.093,1,0.0616,5.95E-04,0.00217,0.0978,0.332,194.911,Massface,en,
Allstars,639uCLPslNZLSWWMenLli1,57,5GA8GDo7RQC3JEanT81B3g,rap,0.569,0.798,11,-4.693,0,0.409,0.069,0,0.107,0.476,93.446,Sa4,de,
Mind Playing Tricks on Me,63BokRfXSQhEU6Qi2dSJpZ,65,0tLHH1C4HkWEUCXXSSjbOe,rap,0.886,0.512,10,-11.825,0,0.237,0.207,0,0.0991,0.454,93.997,Geto Boys,en,
Pure Water (with Migos),63cd4JkwGgYJrbOizbfmsp,31,6IErGHjBfhey8URq0mFnPi,pop,0.68,0.559,0,-5.545,1,0.129,0.172,0,0.318,0.137,202.006,Mustard,en,
Don't Worry (with Ray Dalton) - Radio Edit,63CSozvYUEudPp12679UVF,66,2UsEj2GUukV0GLbsE3rldz,pop,0.811,0.699,7,-5.211,1,0.114,0.0726,1.38E-06,0.148,0.733,122.987,Madcon,en,
Take Me Home Tonight,63diy8Bzm0pHMAU37By2Nh,55,29dTrOurPDrMcrnio2q6hZ,rock,0.622,0.845,1,-5.984,1,0.0324,0.118,0,0.0984,0.715,132.752,Eddie Money,en,
Good Enough,63flJygRbWG473VvWiODYC,0,4sji14lrB5bgcr51lPALYH,r&b,0.578,0.744,2,-9.207,1,0.054,0.00783,3.33E-04,0.0464,0.531,180.323,Bobby Brown,en,
Latinoam̩rica Morena,63G6iIKfvS3CxMU34SuhbI,52,5fWgI0IJ1el5NB1sZ0Egsx,latin,0.657,0.832,6,-5.085,0,0.136,0.125,0,0.149,0.75,90.054,Rapper School,es,
It's So Easy,63HA3dpnOmdDcazJ9sDfrh,60,37i9dQZF1DX74DnfGTwugU,rock,0.375,0.973,8,-10.098,1,0.128,0.0134,9.52E-06,0.0947,0.218,150.636,Guns N' Roses,en,
"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",63iZvr19gFAToQJdY7Sysn,15,0UXwwVDipbBQeEX7h4YuKU,r&b,0.737,0.597,7,-7.333,1,0.118,0.292,0,0.13,0.448,92.049,A$AP Ferg,en,
Nur noch Gucci,63JtyRFsZqi6Rf61T48YRJ,1,5GA8GDo7RQC3JEanT81B3g,rap,0.737,0.73,2,-2.185,1,0.406,0.322,0,0.177,0.545,77.937,Capital Bra,de,
Indo Smoke,63KcYWznO0w3J5wymiT9QK,41,1g3APxk2mLVNU2TuHCPli0,rap,0.785,0.556,0,-11.7,0,0.271,0.0288,0,0.482,0.601,98.836,Mista Grimm,en,
Whiskey In The Jar,63kMZoG9xuU96GQdioTCI4,3,1NIX36ZFWEtgXSbSNghoue,rock,0.552,0.918,0,-5.127,1,0.112,0.383,0.00531,0.123,0.707,127.728,Thin Lizzy,en,
Rie y Llora,63knvuoSPpfzIwdDuWRSoV,51,6VWXakL2ojgiVC01I271e2,r&b,0.833,0.918,2,-4.401,0,0.0327,0.0646,2.49E-05,0.147,0.967,128.023,Celia Cruz,es,
Netflix & Chill,63lqz49MWHGKGVoOJVVWwo,39,2SRbIs0eBQwHeTP7kErjwo,latin,0.794,0.723,3,-4.479,1,0.071,0.182,0,0.0853,0.272,114.988,The Twinz,en,
Warm Water - Snakehips Remix,63Ly2sEzloc9s0yAXlMi6r,57,4hKPJNFIhdAg4pAksn78FJ,pop,0.511,0.678,4,-6.858,0,0.869,0.241,0,0.0948,0.405,212.137,BANKS,en,
I'm Me,63MtsInu01ReWF9M4rl7dq,46,57sYMLFXGD4ZqizzcMD7lz,rap,0.457,0.815,11,-4.327,0,0.273,0.031,0,0.244,0.237,150.923,Lil Wayne,en,
Midnight at the Oasis,63Nj3NsQkLQs2MKgWk1Di6,35,1uKFRCQYci8kVgMy3xzTVH,rock,0.663,0.512,1,-9.557,1,0.0273,0.093,6.78E-06,0.327,0.44,99.388,Maria Muldaur,en,
Mash,63nLTE8alkNlpudCkxUnd1,39,5yGuoOwRQF3o8NVRRlvCj7,rap,0.688,0.812,8,-6.463,0,0.3,0.581,0.863,0.412,0.26,101.579,J Dilla,en,
Broken Wings,63nVsCAdxu9OdeRhe58wiE,65,65HtIbyFkaQPflCa4oW8KO,pop,0.286,0.473,1,-15.646,0,0.0388,0.115,4.23E-05,0.071,0.449,99.233,Mr. Mister,en,
Black Mambo,63OC8cNa4ZnFB3bbvbWCOc,61,5jROYSZSL7cO0jGAqkPx7C,pop,0.675,0.409,0,-10.707,0,0.0423,0.294,5.96E-04,0.119,0.308,79.954,Glass Animals,en,
Born To Be Wild,63OFKbMaZSDZ4wtesuuq6f,73,1bMYfBHYBCRHY5LGkjlpSy,rock,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,Steppenwolf,en,
Work - R3hab Remix,63OshgWbxCtI1WHb5C0Txd,52,0cvVad4XizGbOS0vlwZYS5,edm,0.706,0.804,1,-5.378,0,0.0601,0.0125,0,0.332,0.211,100.052,Rihanna,en,
Special K,63peVCtLTPd0aM9x5j97sB,55,0jilq2XZP9F2fwzp2k6iXK,rock,0.397,0.942,1,-2.53,1,0.0869,2.27E-04,0.24,0.14,0.356,158.99,Placebo,en,
What About Your Friends,63PIgPkDf3rswlU4ZWCYAM,58,3ykXidKLz1eYPvuGoFlD1e,r&b,0.744,0.851,10,-10.108,0,0.049,0.0267,0.00738,0.0989,0.626,105.882,TLC,en,
She's Mine Pt. 1,63PJEtaDQNx3BfJTqEY39c,1,48AzM7l4M02DBYd2N3IFLP,r&b,0.436,0.21,2,-15.099,1,0.0659,0.759,0.115,0.258,0.0485,139.744,J. Cole,en,
Stereo Hearts (feat. Adam Levine),63pQm5g0IXLckrv9X3KEyX,59,4ZO0wp9G8FA3X6oYNBzda6,pop,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,Gym Class Heroes,en,
Lo Nuestro,63qL41dI1yAMAB2zvMd22u,29,37i9dQZF1DXarsfY89zXC6,latin,0.564,0.601,11,-5.176,0,0.0514,0.569,0,0.0676,0.789,120.101,Gloria Estefan,es,
My Temperature Is Rising,63QPrB9P5VoLNztjlSep0G,37,1YgWQAs1s77NzieIH4ARKn,pop,0.524,0.893,11,-4.711,1,0.042,8.44E-04,0,0.0602,0.721,136.992,The Audition,en,
Ocean,63rp9mfpShJ5mQZGhkcJAT,25,5QaPRbVgbEcCc9jC1UxgD1,edm,0.637,0.936,1,-2.901,1,0.0418,0.101,3.77E-04,0.15,0.806,116.035,DEAMN,en,
Quiet,63rQC2OJfpWonw823hNMqZ,37,4WiB26kw0INKwbzfb5M6Tv,r&b,0.252,0.289,7,-10.003,1,0.0442,0.462,0.0169,0.243,0.173,66.064,Natalie Weiss,en,
Nevermind,63SevszngYpZOwf63o61K4,79,3pS63EDS40FVGYL41zAcU4,latin,0.6,0.688,5,-8.339,0,0.201,0.159,1.29E-05,0.409,0.0793,99.977,Dennis Lloyd,en,
Vem Me Satisfazer,63SHcJzckFykS8faA5zojY,78,37i9dQZF1DWUxHPh2rEiHr,latin,0.862,0.561,8,-5.703,1,0.335,0.596,0,0.108,0.541,99.864,MC Ingryd,pt,
Heard a Word,63SjWAAlHJSsGVahZRGMfa,25,0pItJZBDZFvgAOdFnSITnJ,r&b,0.633,0.396,0,-7.585,1,0.0775,0.0786,3.38E-04,0.207,0.272,59.82,Michelle Williams,en,
Back on the Road Again,63tg0BOsXkohsjx3B87ui6,40,6oghIlByD49KFGNmNU8GSH,rock,0.452,0.817,8,-7.743,1,0.0593,1.57E-04,2.27E-05,0.221,0.412,126.04,REO Speedwagon,en,
The Winds of Change,63TgqagiZnNL12LWDHrQKK,37,1E5VdGGWkpDQ682gdvJAZH,pop,0.52,0.812,2,-6.272,0,0.0582,0.0294,0.00119,0.0852,0.153,140.029,St. Lucia,en,
Suc̩deme,63U6DJ2Q7alA97eUkFdwDv,0,3VfscqF7zq65IGKiYM3FS0,pop,0.628,0.52,0,-10.023,1,0.0296,0.147,4.88E-06,0.0917,0.273,135.003,Jotdog,es,
Come & Talk To Me,63uR29DnkNPUiorL30cHnj,49,4sji14lrB5bgcr51lPALYH,r&b,0.609,0.57,7,-14.773,1,0.0912,0.223,0,0.366,0.84,172.095,Jodeci,en,
Nunca Es Suficiente,63USmok1OioBzKuWGW9wAg,69,0k2IDDkcVyIpIgE6d1woDM,latin,0.789,0.518,2,-5.417,0,0.0406,0.398,0,0.0891,0.78,94.001,Los Angeles Azules,es,
Put Your Records On,63VdY9XtqKvfgwYKHLUFJd,3,3YdAwfgQLMS4AN2WjRfRlb,latin,0.666,0.618,9,-7.556,1,0.219,0.666,0,0.0745,0.347,115.952,Aslove,en,
Alright,63W4sfeRTTiNKFLAzUJHFe,38,6RLvj5OnEuPzI1P02KwnzK,r&b,0.667,0.893,11,-7.083,1,0.0364,0.1,0.592,0.549,0.963,111.705,Janet Jackson,en,
Manifesto,63wbLMdKSIrmnxctXgbXaF,38,7ozFIvz1bE1HPgQTUl5qfT,r&b,0.923,0.741,2,-9.106,1,0.304,0.431,0,0.215,0.897,102.104,OverDoz.,en,
Jealous,63wKtmUg754umO8SglEL79,55,0Hr2h94pKN8QAGVAgD6BsD,rap,0.589,0.541,8,-10.087,1,0.163,0.122,0.00414,0.0882,0.236,133.97,Beyonc̩,en,
Riding Shotgun (feat. Bonnie McKee) - Ryan Riback Remix,63x2ylSiGxGU7dG54upqI4,43,54XvQQsViMBwjO1ws2o2wx,edm,0.719,0.743,6,-6.077,0,0.169,0.0101,1.82E-05,0.0371,0.542,102.016,Kygo,en,
Into The Great Wide Open,63xBnyUVKIupzjHno4wFs3,55,3e6gYPyrTbaB8BWgSHCt5j,rock,0.608,0.583,4,-9.727,0,0.0235,0.188,0,0.129,0.714,82.227,Tom Petty and the Heartbreakers,en,
Babushka Boi,643PW82aBMUa1FiWi5VQY7,77,37i9dQZF1DX0sDai2F5jCQ,rap,0.897,0.743,10,-5.446,0,0.222,0.304,4.44E-05,0.137,0.905,134.979,A$AP Rocky,en,
Tus Ojos,647hl7pmyBzEhNQ5olMtr8,40,37i9dQZF1DXarsfY89zXC6,latin,0.653,0.661,0,-8.399,1,0.0336,0.346,0,0.0569,0.782,98.354,Gloria Estefan,es,
Hip To Be Square,648BMGrt98kUbLo24A4vgj,64,3yj9YnQGTdnFuKbDyXGDi6,rock,0.668,0.779,9,-11.089,1,0.0325,0.0025,3.47E-04,0.139,0.963,140.873,Huey Lewis & The News,en,
Regalame una Noche - Remix,64atcQ5y1v08293qwuMLGq,36,2hTs6GuPwhmg4ApNqxWXLE,latin,0.75,0.636,11,-7.485,1,0.059,0.141,0,0.319,0.639,89.994,J Alvarez,es,
Otherside,64BbK9SFKH2jk86U3dGj2P,78,0tOy7ZY4E2PadXIyj8zU43,rock,0.458,0.795,0,-3.265,1,0.0574,0.00316,2.02E-04,0.0756,0.513,123.229,Red Hot Chili Peppers,en,
Free (with Drew Love),64BKKgWdKdmKlQDzRfHW3C,70,16RNbqnNCCLlBJti7JU5nc,pop,0.653,0.565,1,-6.636,1,0.0354,0.00561,3.02E-05,0.145,0.165,124.987,Louis The Child,en,
"Lawyers, Guns and Money - 2007 Remaster",64dHj8ZxaI2Wj0brEehVMN,54,6gUFdcGzKAHyDXY9TKC6cP,rock,0.641,0.78,9,-6.675,1,0.0351,0.0671,0.00181,0.0562,0.746,94.228,Warren Zevon,en,
Misery,64dKauK20hL0fc4VHRWBtn,0,3YouF0u7waJnolytf9JCXf,rock,0.584,0.908,2,-4.46,1,0.0568,0.00648,0,0.373,0.546,141.988,Eva Under Fire,en,
Games Continued - Radio Edit,64dkTKKNLwbjBuU4xnS2ei,60,2fbrY1tuoW8Uji14H7623k,edm,0.656,0.618,9,-6.608,1,0.0284,0.0357,3.25E-04,0.315,0.229,127.034,Bakermat,en,
Poppin' Them Thangs,64E7c7HdsIbbDWDSGxNJVF,3,0t9TeyXE2mWe70JT3YwSoH,rap,0.769,0.818,6,-1.385,0,0.192,0.263,0,0.0787,0.918,88.017,G-Unit,en,
Lay Me Down,64GRDrL1efgXclrhVCeuA0,76,7ENISpOJhocpMJVcGb0qcT,r&b,0.468,0.19,4,-11.138,1,0.0373,0.919,0,0.107,0.326,125.319,Sam Smith,en,
Who Are You,64HCsmzpvUpSTM4mNAOR5S,0,29dTrOurPDrMcrnio2q6hZ,rock,0.655,0.739,9,-7.778,1,0.0575,0.317,2.66E-04,0.0987,0.503,155.129,The Who,en,
Young Like This - HEDEGAARD Remix,64HZT0nzA6APXOQ6QONAcn,43,0FCHg9zJMNNiOokh3hVcxd,edm,0.625,0.839,11,-4.374,1,0.0379,0.122,0,0.193,0.459,142.058,Hugo Helmig,en,
Mami,64IRsSyqwD0CBbFAfrR0rT,75,37i9dQZF1DX4OjfOteYnH8,rap,0.8,0.717,3,-6.354,0,0.0518,0.153,0.00464,0.166,0.513,95.018,Paloma Mami,es,
