track_name,track_id,track_artist,playlist_id,track_popularity,loudness,instrumentalness,key,speechiness,acousticness,danceability,liveness,tempo,energy,valence,emotion
Die To Live,03ZDwfZKhjHLqk9tIzd2KB,Volbeat,1VnvyBDqoV5TCZAnXYferL,50,-2.931,0.656,9,0.144,0.0158,0.421,0.351,186.095,0.968,0.355,7
The Air Near My Fingers,03ZIYIkSXFEe8eKeG6qzE8,The White Stripes,56dbowk1V5ycS5jW7DSvi5,1,-7.011,6.35E-05,7,0.0395,0.323,0.469,0.372,93.924,0.735,0.399,3
Only for the Weak,03zYFtluA21jFWQVPMbUYO,In Flames,5nQrMpkyWmxPX0gk74htMk,63,-4.414,0.758,0,0.0446,2.32E-06,0.458,0.283,105.007,0.909,0.49,4
First World Problemz / Nobody Carez,042wd4CrF4WTAwiKs0F7Ve,Brent Faiyaz,48AzM7l4M02DBYd2N3IFLP,52,-11.053,3.78E-04,3,0.102,0.259,0.582,0.16,85.629,0.502,0.555,3
I Can't Wait,044fQJmT2fZUYcA3BnaOL2,Nu Shooz,0XOIK4m26aeYSD61E5nSVW,2,-6.109,0.00234,7,0.0555,0.227,0.774,0.124,103.69,0.787,0.956,1
I Dare You,044qU7kwVZaDwzWnRsmVVL,The xx,5jROYSZSL7cO0jGAqkPx7C,63,-9.483,0.0706,1,0.0398,0.623,0.752,0.107,126.001,0.543,0.282,6
Fake Plastic Trees,045sp2JToyTaaKyXkGejPy,Radiohead,2bOjjgN1S3Gqd8vSMyafvJ,70,-12.592,0.102,2,0.0297,0.167,0.454,0.202,73.552,0.229,0.134,3
Marvins Room,047fCsbO4NdmwCBn8pcUXl,Drake,6HaCi9bqaiuSZEDfCEmwyo,74,-17.341,0.00178,9,0.0921,0.646,0.492,0.0705,111.519,0.26,0.312,3
Beautiful Trauma - MOTi Remix,049NJ23pZOBKj9GNJUgd60,P!nk,4aUEH3uhbofktrFkXOOaKj,29,-7.02,4.01E-05,7,0.079,0.0154,0.721,0.175,125.94,0.747,0.248,5
Centuries,04aAxqtGp5pv12UXAg4pkq,Fall Out Boy,6jAPdgY9XmxC9cgkXAVmVv,79,-2.868,0,4,0.0729,0.00359,0.394,0.102,176.044,0.858,0.56,7
Dancewitme,04b5l1WOlEonBLK2qTZrUV,Maxwell,2YPP7fiYu5pIcp2yyHvw4A,36,-6.687,0.435,11,0.0464,0.16,0.712,0.039,98.094,0.616,0.698,3
Grateful (Neon Feather Remix),04BZvpVvpJKPWXVfnWr6a3,Cade Thompson,37i9dQZF1DWUUPO0Sbx2CM,33,-3.86,3.44E-06,11,0.183,0.00593,0.48,0.423,100.037,0.962,0.658,1
Fvck Luv,04EMkFMFkTaxWciZvxjkVT,Duki,6ltss0ThreZ3uIMn5mr4Tm,1,-6.851,1.45E-04,4,0.0757,0.59,0.716,0.15,157.094,0.74,0.453,7
Congratulations - Don Diablo VIP Mix,04g1aQFzaegB7ovWaMMIzz,Don Diablo,1G0q0NK7g3C0XerNqq7GbL,51,-4.677,0.00561,7,0.205,0.0912,0.818,0.14,123.98,0.879,0.256,1
This Is Love,04Glred2wGdSNH11Qh4EDe,PJ Harvey,5Go0Jsxj1UnsU7Om841BEo,51,-5.216,3.08E-05,0,0.0282,6.58E-05,0.59,0.165,112.411,0.685,0.425,7
"Wow, I'm Not Crazy",04gQHzS8FLPoNdnRKw4jDJ,AJR,16RNbqnNCCLlBJti7JU5nc,56,-6.033,0,3,0.123,0.0438,0.284,0.177,85.386,0.609,0.521,1
Where Angels Fear To Tread - Single Version,04gYIUXKUVY2bZhawtyxD0,Mustasch,37i9dQZF1DX1X7WV84927n,43,-5.307,0.169,2,0.0686,0.0027,0.751,0.537,135.949,0.872,0.556,4
Northern Sky (feat. Kb),04hFLMBiGOrTeuZBVnCGhh,Capital Kings,0MhTMIo1bgH6zzPh7BdChT,0,-2.792,0,7,0.0745,0.00622,0.662,0.0796,144.964,0.964,0.392,7
Jungli Sher,04i2uLdBAfCSYjQzZqspDa,DIVINE,37i9dQZF1DX1ct2TQrAvRf,48,-5.906,0,0,0.223,0.0448,0.597,0.626,165.907,0.748,0.73,7
No Rest for the Wicked - Robin Schulz Remix Edit,04JbHAAn3uqbfnx6ptFyaK,Lykke Li,4NlAd9NpIa92IjErMyAriM,47,-5.045,0.156,11,0.0381,2.59E-04,0.65,0.905,119.998,0.903,0.545,2
Azzlack Harami,04JmxH2IpgpIeZdbYswRq1,Milonair,1qXg9ck25tBRxeXsj8mbDG,0,-4.006,0,3,0.355,0.122,0.525,0.0872,124.04,0.873,0.49,4
April Showers,04KsMCb9PZE2S0AtUU8Jhb,Proleter,3Dr4NKbsFQ2m7tmPxGRroO,56,-7.256,0.929,11,0.132,0.28,0.801,0.141,94,0.546,0.902,1
Hot In Herre,04KTF78FFg8sOHC1BADqbY,Nelly,5wsWBmQgDtKa8CEg7wTEMi,71,-4.753,0,11,0.12,0.206,0.956,0.0615,107.075,0.745,0.912,1
Rearranged,04MKRNwoX7TqQkA0ZrtMbC,Killstation,19WuHd4MxWLzE1fpMmw4S4,37,-7.816,3.11E-06,1,0.233,0.00386,0.512,0.233,207.992,0.44,0.132,3
No Stylist,04MLEeAMuV9IlHEsD8vF6A,French Montana,37i9dQZF1DWVdgXTbYm2r0,76,-4.589,0,5,0.127,0.0215,0.765,0.227,147.055,0.704,0.498,1
Live And Let Die,04MNKrAnzrHDUzuXAtNoLr,Guns N' Roses,37i9dQZF1DX74DnfGTwugU,9,-8.668,0.08,11,0.0646,0.00968,0.262,0.115,152.447,0.793,0.247,5
Ocean Drive - Michael Calfan Remix,04o1cc3SZKXhAGFugDUHMx,Duke Dumont,0cvVad4XizGbOS0vlwZYS5,1,-6.85,0.0166,8,0.0483,0.0566,0.755,0.112,122.984,0.698,0.81,5
Legends Never Die (feat. Against the Current),04pjfS3YIK6gXjxi1zHeZa,League of Legends,0o5gKmuET7F3lQnpFxvPO8,10,-6.638,0,4,0.0377,0.00786,0.498,0.111,140.078,0.598,0.0573,7
Da Graveyard,04Rz403IY7QUqgfrTWX6OU,Big L,5yGuoOwRQF3o8NVRRlvCj7,50,-5.358,0,1,0.356,0.516,0.813,0.363,92.996,0.757,0.646,4
Bored,04sN26COy28wTXYj3dMoiZ,Billie Eilish,1nFfDHtp8RY3obgen8KODl,76,-12.695,0.00239,7,0.0478,0.896,0.614,0.0795,119.959,0.318,0.112,3
Lying We're Fine,04so2YoeEkrKTfmgoYRmvw,Leonell Cassio,2DjIfVDXGYDgRxw7IJTKVb,42,-6.762,1.03E-06,6,0.0298,0.0583,0.644,0.206,102.006,0.525,0.245,3
I'm Dreamin',04VArZKHm1xesMxqnsutDY,Christopher Williams,3ykXidKLz1eYPvuGoFlD1e,55,-9.342,7.66E-06,6,0.0581,0.249,0.788,0.25,110.133,0.745,0.688,1
This World Is Sick,04xhIz4DiBGDECn7kIFodv,IC3PEAK,19WuHd4MxWLzE1fpMmw4S4,48,-2.244,0.00679,8,0.0572,0.0059,0.796,0.128,120.01,0.756,0.0292,9
Nevermore - Remastered 2011,04XOESV0aVnKMlUU1NhIG1,Queen,3E88dLx4fgFYY70gdGzdnB,35,-11.527,2.90E-06,5,0.0367,0.873,0.366,0.13,117.705,0.398,0.181,3
Certainly - Flipped It,04xWapbcBAgNWGHGdhcxoR,Erykah Badu,2Ey63yNQeC9Yto7JwX9BGJ,1,-8.634,0.326,10,0.0493,0.0134,0.754,0.124,78.093,0.361,0.455,3
Don't You Want Me,04Z8OXrOr1dCPd741ucXLQ,Jody Watley,4nX6BscFtR1CozSCfv2cuR,16,-6.958,7.49E-06,9,0.039,0.0516,0.873,0.0678,111.998,0.767,0.833,1
I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,Bebe Rexha,10FCW9lj0NdeoYI5VVvVtY,80,-6.257,0,11,0.0253,0.00281,0.63,0.0719,97.005,0.694,0.216,5
Ready Set (feat. Big Sean),050ud0e5cmIYjmXplDugVQ,Kash Doll,37i9dQZF1DX0XUsuxWHRQd,73,-5.921,2.83E-04,4,0.0589,0.00252,0.849,0.113,96.005,0.62,0.481,1
Roll With Me (feat. Shungudzo) - Friend Within Remix,05520pV0mf7miCgs08FB2f,Bantu,0FCHg9zJMNNiOokh3hVcxd,34,-4.518,0.0104,9,0.0472,0.0435,0.68,0.162,123.995,0.944,0.7,1
Moved On,0561ZV0uaJYEOPTa5jCiqg,Redlight Blue,5vIdb67lQcdFwoVkE4UMep,39,-10.568,0,4,0.0287,0.186,0.491,0.369,88.139,0.673,0.681,3
I See Your Smile,056uvAVDFOa7kv9idKPpf0,Gloria Estefan,37i9dQZF1DXarsfY89zXC6,34,-8.984,0,9,0.0272,0.237,0.403,0.185,79.187,0.457,0.231,2
Motownphilly,058LC5qOG4VDaa4scqYc6v,Boyz II Men,6RLvj5OnEuPzI1P02KwnzK,1,-5.32,1.00E-05,2,0.105,0.0057,0.707,0.177,114.173,0.942,0.832,1
Te Vi,059bcIhyc2SBwm6sw2AZzd,Piso 21,5wONX0lVyQE5XTxqjTUiUd,83,-4.246,3.46E-05,1,0.117,0.0446,0.877,0.0863,102.02,0.777,0.706,1
Goodness Gracious - The Chainsmokers Extended Remix,059seYDUmCUfv4KsB5Jc6H,Ellie Goulding,5PCAWKfUWAUj8VeY8G7xRQ,35,-2.495,3.93E-04,1,0.0379,0.0209,0.569,0.128,127.979,0.855,0.239,1
Krantenwijk,05bXOQTUxou0BaZ6XteJo0,Lil Kleine,1CMvQ4Yr5DlYvYzI0Vc2UE,6,-4.245,0,9,0.122,0.51,0.929,0.129,120.002,0.794,0.816,1
Call You Mine,05CwHjIk71RXVU40boRMnR,The Chainsmokers,37i9dQZF1DWZQaaqNMbbXa,39,-5.59,0,7,0.0289,0.225,0.591,0.414,104.003,0.702,0.501,8
Untouchable,05dL7chWJaVjMJnGO1YCKk,Tritonal,3d2JFEbvcx7p2CHkBaQeMZ,53,-3.131,2.89E-06,7,0.0379,0.0664,0.542,0.313,128.959,0.795,0.251,6
D̩jame Volar,05DOYX9MB5oUQbr6RPa6dH,Aleman,28Ke4pXWqF2A5b2GfQ1pQt,52,-11.475,0.00189,5,0.489,0.511,0.854,0.295,139.957,0.438,0.178,2
Feel Me (feat. Kanye West),05hXrqBkWkAdl4kG0iNksE,Tyga,1Z1gW89x4MSBjkvVjGg7DQ,0,-6.371,0,1,0.119,0.00362,0.611,0.902,142.162,0.571,0.175,7
Andar Conmigo,05iMQqncVBIm4AE26EvaTL,Julieta Venegas,4BmnnqWEQAamNoVjtjrQJP,69,-8.06,0,0,0.0285,0.3,0.77,0.116,116.994,0.585,0.912,6
"Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) - Remix",05JdgtCKkZ5CoOjM5KS4EG,NLE Choppa,37i9dQZF1DX0XUsuxWHRQd,77,-1.983,0,7,0.376,0.324,0.79,0.0829,175.013,0.88,0.857,7
Nothin' But The Cavi Hit,05KCB1XhTrdEASLYqbESny,Mack 10,5yGuoOwRQF3o8NVRRlvCj7,35,-4.576,4.07E-04,1,0.159,0.0371,0.837,0.0999,97.884,0.784,0.55,7
Alladat,05LCfd8s9n2teUcsTsBAnr,Jarren Benton,5CK0fshHcik1vWyeCc0zat,39,-5.537,3.93E-05,11,0.262,0.0534,0.672,0.218,180.048,0.856,0.641,4
Losing It,05LvE6ySn6hEcHdAJ7N19z,FISHER,0AFYmoSuoMQiGGjzvBwr6u,14,-5.844,0.7,2,0.0576,0.00182,0.76,0.0974,125,0.964,0.641,5
1999,05mAIVLkIWc2d1UBYZBCp8,Charli XCX,4Bi8VLtaSu0JILliif8lH6,71,-4.586,1.39E-06,7,0.0329,0.0227,0.739,0.229,124.016,0.742,0.659,5
Howling,05MLzVoBzoe6LaBooK7Vsj,RY X,5jROYSZSL7cO0jGAqkPx7C,5,-13.86,0.0787,6,0.0304,0.162,0.712,0.109,119.983,0.327,0.113,2
48H (feat. Sfera Ebbasta),05mrU7mN3c1822bpY58UBC,Izi,37i9dQZF1DWXU2naFUn37x,68,-9.08,0,5,0.0655,0.307,0.755,0.105,149.919,0.502,0.6,2
Hard To Handle,05NYcsjJwOYq4jIiKPVj9p,The Black Crowes,37i9dQZF1DXdOEFt9ZX0dh,68,-3.596,6.67E-04,4,0.0446,0.00216,0.593,0.311,103.761,0.786,0.955,1
Rhiannon,05oETzWbd4SI33qK2gbJfR,Fleetwood Mac,37i9dQZF1DX6TIU4D13lOY,68,-14.745,0.0946,9,0.0296,0.111,0.723,0.0923,129.012,0.49,0.795,5
"If You Leave - From ""Pretty In Pink""",05oFyvdztPdpwSwpoclD4c,Orchestral Manoeuvres In The Dark,7rPsfDTqiZYIT4PVzQ4c0c,59,-11.687,0.156,0,0.0329,0.088,0.635,0.0755,120.269,0.684,0.892,5
Stand By (feat. Rudimental) [#CWC19],05P4BYqVauVxy0w9g6w2D9,LORYN,4SdfG4cPG3skmTiQLozZGh,58,-4.738,0,1,0.0832,0.0616,0.661,0.23,116.025,0.78,0.623,5
Forget,05Q5sFIYy6KC887fLw9p1y,Twin Shadow,31R7Gd07KsDafqJEeL4Hqr,34,-6.715,0.769,5,0.0315,0.455,0.571,0.136,79.979,0.821,0.535,2
Make Me Feel Better - Klingande Remix,05qPqSapbaCzJAdX681R9A,Alex Adair,37i9dQZF1DX1bDvyV0IkZ3,28,-7.568,0.175,0,0.0312,0.0179,0.685,0.136,125.98,0.731,0.155,1
I Adore Mi Amor,05R2lE5g9hnaSmxIrUl3C0,Color Me Badd,3ykXidKLz1eYPvuGoFlD1e,43,-9.995,0,3,0.027,0.243,0.683,0.0786,91.989,0.476,0.725,2
Panama - 2015 Remaster,05RgAMGypEvqhNs5hPCbMS,Van Halen,7CESj1xKbxdArRzloygvkl,73,-5.436,4.75E-05,8,0.109,0.00124,0.527,0.0744,141.169,0.978,0.463,1
I Need Your Love (feat. Ellie Goulding),05SBRd4fXgn8FX7bf8BCAE,Calvin Harris,1y42gwI5cuwjBslPyQNfqb,69,-5.066,0,8,0.0483,0.41,0.695,0.237,124.989,0.869,0.58,1
It's Goin' Down (feat. Nitti),05Sgj1Hx03ZXc57gsV1kfX,Yung Joc,37i9dQZF1DWUFmyho2wkQU,65,-7.702,0,1,0.0612,0.0986,0.888,0.131,84.003,0.577,0.609,1
Ich Binnezz,05SgVqTnF4qEMvKSGPeRSD,Bonez MC,5GA8GDo7RQC3JEanT81B3g,41,-6.222,0,11,0.494,0.0316,0.615,0.667,104.335,0.705,0.284,4
Conte a Todos,05UpUTOoVV6PVjfIhjretZ,Sango,6lWMi4lPiiPwDqn8ZpeyAY,41,-5.412,0.19,3,0.302,0.144,0.869,0.338,130.067,0.843,0.634,1
Lucifer,05VHidqx1tV6V7MsCdAIby,JAY-Z,5yGuoOwRQF3o8NVRRlvCj7,55,-2.263,0,6,0.43,0.0508,0.551,0.0739,171.4,0.927,0.839,5
If I Ever Lose My Faith In You,05vL56xSoxthM0r7IfcQjo,Sting,2foj4ZYVHRGqSd1aMqNPBj,57,-9.539,0.00754,2,0.0281,0.00952,0.575,0.054,97.995,0.727,0.504,5
Middle Of The Night,05vpswcCkiXX2egk5GBo2y,MJG,2NMW1nwQYSVlXd26uLenX6,29,-7.041,0,6,0.178,0.0917,0.856,0.306,137.997,0.707,0.781,1
Bloom,05xA64s3UzOOmAnh9SIIjn,bLAck pARty,48AzM7l4M02DBYd2N3IFLP,61,-7.526,0.0126,8,0.0393,0.261,0.749,0.0949,89.972,0.399,0.816,1
Bring It On,05xbEV5M8DAQmhFKKlHaDd,Geto Boys,2NMW1nwQYSVlXd26uLenX6,31,-9,0,2,0.331,0.175,0.855,0.651,92.888,0.698,0.533,4
"Love Me Like You Do - From ""Fifty Shades Of Grey""",05zCWOpwIUf6JY06gSL6uz,Ellie Goulding,6UJw1egIcZVfrBmcKs5uHH,62,-6.646,0,8,0.0484,0.247,0.262,0.125,189.857,0.606,0.275,1
I Go Blind,060AenZFpUKot40Pv0CJ0l,Hootie & The Blowfish,6TeyryiZ2UEf3CbLXyztFA,42,-7.538,0,0,0.0303,0.213,0.611,0.136,121.987,0.793,0.86,1
Miss You Much,062mh4qAZyDV9dIQK70iu0,Janet Jackson,3ykXidKLz1eYPvuGoFlD1e,42,-8.719,9.59E-05,6,0.0401,0.0284,0.703,0.302,115.184,0.973,0.704,1
Let Your Love Flow,064SVQsmWl5EF0zahmzkQk,The Bellamy Brothers,37i9dQZF1DX6TIU4D13lOY,68,-14.687,7.16E-06,3,0.0316,0.0611,0.679,0.139,109.071,0.553,0.946,1
Let It Happen,068LmtzI6xJJDPfPnMje0U,Tame Impala,2a5i2ZtEXGKwVGL16J8N0p,12,-5.906,0.0192,1,0.0428,0.00476,0.602,0.108,125.017,0.874,0.612,2
Best Life,068XDWvE8tDnQsKo8J3x1Z,Danny Brown,37i9dQZF1DWTc5QDlvD7t0,54,-6.189,3.07E-04,1,0.347,0.12,0.702,0.146,85.991,0.764,0.471,4
Hall & Oates,06b11p3gAvqqjOnku0CK9V,Satchmode,4hKPJNFIhdAg4pAksn78FJ,21,-5.635,0.749,11,0.0303,0.373,0.646,0.0688,150.077,0.826,0.853,1
Talk - Alle Farben Remix,06BrHnTVDOydsfg0LZ6mQb,Khalid,37i9dQZF1DWSJHnPb1f0X3,56,-4.517,1.78E-05,9,0.05,0.131,0.638,0.107,126.015,0.818,0.489,1
Popeye,06cX5CpHPVUYnEJ2UupXXp,MC Igu,37i9dQZF1DWYBXtbGSCurj,52,-9.774,0,1,0.178,0.635,0.869,0.0983,139.978,0.427,0.515,5
Bad (feat. Vassy) - Radio Edit,06dT0EYXrhRQV1MsvWhNGv,David Guetta,5Bx5niVgi3qGQQw06C0RKq,51,-3.927,0.0186,5,0.088,0.00125,0.614,0.328,127.966,0.972,0.411,1
The Way,06EL94D0TA27Ik0Ke5usbj,Ariana Grande,2KyjkYsSsC1UR75b0m98vd,67,-3.208,0,5,0.113,0.294,0.645,0.0759,82.324,0.877,0.861,1
Palmar,06FhHrnpYCmIxIxIGUehxQ,Caloncho,3VfscqF7zq65IGKiYM3FS0,62,-7.644,0.00971,7,0.0364,0.701,0.888,0.251,134.011,0.538,0.702,1
No Te Quiero Perder,06H5AH5KtVWbAPNuOG8biW,Sabino,37i9dQZF1DWVFZbCNivv6B,53,-6.973,2.42E-05,0,0.351,0.368,0.622,0.236,90.214,0.771,0.788,5
Headlights (feat. Ilsey),06Hdbxh6NCy6TIhjdXTchB,Robin Schulz,23swqzpOZwW1NhPiZ7iyFI,63,-6.371,3.35E-04,11,0.0367,0.0245,0.597,0.182,122.002,0.685,0.369,2
Golden Years - M-Phazes Remix,06HUJRcD0t95ogCb2pMQJF,Ruel,6MQeEHHDs6HQkN5Dlj3oKo,56,-5.249,8.96E-06,10,0.0342,0.187,0.722,0.125,110.065,0.559,0.255,5
Lose Your Soul,06ILvvMXRF1iDNcmrdhSZb,Jelly Roll,4xJULuV0P5PLcMe3xP8Pgj,30,-5.058,0,11,0.0995,0.451,0.616,0.111,85.106,0.849,0.468,2
Ride Wit Me,06iMqWThw4w8fTFyccvOwr,Nelly,37i9dQZF1DWUFmyho2wkQU,13,-6.625,0,7,0.0479,0.0668,0.854,0.247,101.865,0.692,0.753,1
Fuoh,06KGsnrJI4Fd6V3rpSKDwi,Zotiyac,4sGnz2x5tbHE2YlW1nemfb,28,-10.433,0,1,0.429,0.0138,0.734,0.111,140.157,0.709,0.499,7
Tunnel of Love (Intro: The Carousel Waltz),06ku5BBS2HufqSDVkcSR15,Dire Straits,6gUFdcGzKAHyDXY9TKC6cP,43,-10.708,0.0185,5,0.0372,0.245,0.491,0.281,137.168,0.686,0.555,1
We Don't Talk Anymore,06KyNuuMOX1ROXRhj787tj,Charlie Puth,2UsEj2GUukV0GLbsE3rldz,79,-8.053,0,1,0.134,0.621,0.728,0.179,100.017,0.563,0.352,2
Russian Radio,06luxtMuY4HXVpfWIK0rjw,Red Flag,2foj4ZYVHRGqSd1aMqNPBj,35,-11.908,0.788,2,0.0436,0.00938,0.705,0.102,121.994,0.771,0.681,5
MIDDLE OF THE NIGHT,06mzeP9GQNSHWd1Nh2C5FM,Monsta X,37i9dQZF1DX4RDXswvP6Mj,69,-5.511,0,0,0.0947,0.111,0.737,0.0423,92.044,0.764,0.924,2
Safari,06nmhf5qFcn3qTB0anQkpJ,J Balvin,3nH8aytdqNeRbcRCg3dw9q,44,-4.281,3.17E-06,0,0.32,0.531,0.689,0.115,180.065,0.675,0.604,1
"i hate u, i love u (feat. olivia o'brien) - Deepend Remix",06o6dZ9ekqfEvQNRePKoZg,gnash,0cvVad4XizGbOS0vlwZYS5,47,-9.009,0,6,0.07,0.589,0.736,0.138,99.996,0.471,0.395,2
Sektion (feat. Branco & Gilli),06oxeUYunH85rZkj0KXMDO,Benny Jamz,37i9dQZF1DXdhDukKQ88Cc,59,-4.485,0,6,0.243,0.141,0.767,0.098,100.092,0.66,0.456,2
Bon Bon Chocolat,06Pvy98db25O7wlfFFFIRM,EVERGLOW,37i9dQZF1DX4RDXswvP6Mj,72,-5.559,0,6,0.0613,0.0343,0.719,0.0747,139.927,0.828,0.634,1
Shotgun - Quintino Remix,06qKEP3ITnVPmH2ZW1zYvn,Yellow Claw,6KnQDwp0syvhfHOR4lWP7x,0,-3.669,0.00779,9,0.0654,0.00286,0.742,0.0754,127.977,0.93,0.337,7
Drew Barrymore,06u5LrUpbosQlQ1QJFhPpG,SZA,4Pbs84EQbuAblxlp6Chz0d,66,-5.538,0,0,0.0429,0.493,0.578,0.147,134.931,0.523,0.29,5
In Only Seven Days - Remastered 2011,06UXtRLTF6kdMSM3uaVCCU,Queen,3E88dLx4fgFYY70gdGzdnB,40,-7.148,1.96E-06,2,0.0306,0.427,0.517,0.128,115.076,0.469,0.409,2
Booty Loose (feat. Fly Boi Keno),06vSnlO8lrC5o69qz9fW9f,Party Favor,49EXQVXh5k1t8SOhmUeyU7,0,-3.027,0.00239,10,0.0725,3.10E-04,0.7,0.655,100.033,0.913,0.189,1
Fire Fly,06WD650Zt5MQ55kFMP2f3r,Childish Gambino,3q3M4VCymcMoxJ3Tl7mRqN,0,-3.696,0,11,0.282,0.16,0.624,0.27,87.268,0.881,0.529,5
Adrenalize,06WohfoFEUa5faNy8f9S5N,In This Moment,5nOO372uzpOM5rB2bRWfkp,59,-3.888,0,6,0.0792,2.30E-04,0.465,0.129,132.014,0.96,0.43,9
Poison,06yHcjr58IKJnfEK7ko3sD,Bell Biv DeVoe,4sr2xEhXQR5VuZ0LZX8TQ8,36,-10.53,0.00417,6,0.21,0.00195,0.84,0.633,111.815,0.56,0.775,1
You Really Got Me - 2004 Remaster,06YVA5Ajbk0Kv4ddFSEuBM,Van Halen,1gAeQGQ7hr2q7IYmaejDW6,31,-5.247,0,1,0.123,0.0182,0.444,0.347,138.324,0.95,0.609,1
With You - Frank Walker Remix,06Z7Hy2LUzbcSFmWzwkun1,Tyler Shaw,37i9dQZF1DWSJHnPb1f0X3,49,-5.614,0,2,0.069,0.0386,0.686,0.251,104.988,0.613,0.452,2
Peachy Keen,06ZIzHhJFWf0mDyEylIPf0,L Devine,4gbXqmZDUFHqlaYjf4uVyS,52,-8.917,0.00767,8,0.068,0.0625,0.806,0.098,131.056,0.439,0.489,2
Trenches,06ZQwfPghgSJ2L6bXQUxO9,Pop Evil,3YouF0u7waJnolytf9JCXf,34,-3.532,0.0046,2,0.0562,1.72E-04,0.548,0.251,100.004,0.95,0.586,4
Swish,072GuDuz8KUCpTOx1fDTTt,Josh Stanley,4QAzO1Z92yqqD6Mf3mOANu,49,-10.929,0,4,0.111,0.145,0.646,0.111,161.878,0.412,0.276,2
Liar,073ILU1C3APNRGF66VhtyA,Camila Cabello,1y42gwI5cuwjBslPyQNfqb,77,-6.684,0.00282,11,0.0456,0.0169,0.74,0.319,98.016,0.498,0.652,1
Safety (feat. DJ Snake) - Dark Heart Burn Mix,0745pNOxmaa0hAdq5xvrMT,GASHI,7CEEEMKV41x0RlFCXWdvKF,40,-4.579,0,8,0.147,0.0161,0.586,0.223,140.076,0.859,0.557,2
The Whole World (feat. Killer Mike),074v54tSEWLbq3Hu5wf6uh,OutKast,3R5c1OfJY7Rzl3p28pzGtL,49,-6.176,1.32E-06,2,0.401,0.0958,0.815,0.0288,184.666,0.852,0.717,1
Guardia Civil,075NNuZU6IxC7Us3L7ylep,Reda Rwena,1qXg9ck25tBRxeXsj8mbDG,31,-7.309,0,4,0.341,0.089,0.707,0.111,61.956,0.765,0.388,4
Calabria - Firebeatz Remix,076jREnPu9sinABTfdw9Xi,Rune RK,4GSiiL8tcMgvoV7K1IADb8,60,-2.782,0.49,10,0.0651,8.38E-04,0.649,0.295,128.04,0.887,0.427,1
Best Rapper Alive,079lsExLsjditCh8XyUn0L,Lil Wayne,4lcyWQDOzPfcbZrcBI3FOW,50,-3.456,0,2,0.141,0.00453,0.633,0.822,151.51,0.879,0.416,7
Always on My Mind,07ABETRdek3ACMpRPvQuaT,Pet Shop Boys,3FBD3d5zl74LaoBMVC4IXq,70,-10.61,0.0565,7,0.0366,0.0116,0.533,0.186,124.874,0.783,0.726,1
Magenta (prod. Auer),07Agqdd4SD83JRgN19OjdW,Pezet,37i9dQZF1DWXJnyndhASBe,63,-6.421,7.61E-06,2,0.226,0.519,0.742,0.124,132.993,0.842,0.569,1
Fortunate Son,07ANB9prOyNTWnMbDGNzdW,Creedence Clearwater Revival,5BygwTQ3OrbiwVsQhXFHMz,1,-3.917,0.244,0,0.0393,0.0562,0.634,0.192,132.539,0.762,0.427,1
Chillax,07bBCZ2bNs5gVlm4e7tJQ1,Alkilados,6IS6XTdbS9qJZgfjNKgpB8,4,-4.15,0,10,0.0822,0.00713,0.634,0.0259,190.217,0.851,0.926,1
Sleepy Eyes,07CQ0ux2CwbaVN05sfG1zN,Elohim,5aPwKjwNHr6dnCejLcPTVx,11,-6.7,0,6,0.165,0.051,0.608,0.215,97.038,0.736,0.489,5
In Between Days - 2006 Remaster,07CyrZF9eVd02zzIse7tZA,The Cure,3e6gYPyrTbaB8BWgSHCt5j,53,-6.246,0.701,9,0.0316,0.109,0.541,0.167,142.592,0.83,0.711,5
Got To Get It,07e2UjDMuFZyOiu8Xo3CwX,Sisqo,3krpccUV68nBGAQbvHEZDC,0,-6.58,0,10,0.0601,0.139,0.761,0.0648,101.886,0.782,0.766,1
Inocente,07eET3PAzpSz5CLE4wGgN5,Myke Towers,03sDEv7FN58Mb9CJOs1Tgn,73,-3.406,0,2,0.186,0.0691,0.757,0.196,173.97,0.748,0.94,1
I Wanna Sex You Up,07efOAoPwcRdd4W6gi8BRF,Color Me Badd,79xd4wnVuKZK4rJMsL2wPa,51,-4.829,4.99E-06,2,0.108,0.00532,0.553,0.0446,201.868,0.702,0.453,1
Million Years,07F7zczrjCccG67nrFl3ai,Gareth Emery,5QaPRbVgbEcCc9jC1UxgD1,0,-6.932,0.00132,1,0.0628,0.0252,0.245,0.043,127.916,0.705,0.07,5
Make Believe,07fqonJcksfEG2Fav9SDA2,Kenny Lattimore,78RRvktrPMSqAoCI21mNOe,23,-5.914,3.10E-06,5,0.0523,0.422,0.656,0.15,137.671,0.418,0.353,2
Go Your Own Way - 2004 Remaster,07GvNcU1WdyZJq3XxP0kZa,Fleetwood Mac,4lIywN6kXl9KPm3OQ8u8G7,74,-5.12,0.00109,5,0.0378,0.0185,0.583,0.0679,135.448,0.947,0.803,5
He Could Be the One,07HPV6hzecJmMJwsIX8YVU,Hannah Montana,10FCW9lj0NdeoYI5VVvVtY,65,-3.975,0,4,0.032,0.00154,0.602,0.433,125.988,0.894,0.643,1
